videoTitle,videoPlaylist,videoURL,videoView,videoType,dateDL,isAvailable
Guile's theme extended,Street Fighter,https://youtube.com/watch?v=JGw8DWctAts,9432856,Anime,2022-06-14,True
Super Smash Bros. Ultimate Main Theme - Lifelight,SSBU,https://youtube.com/watch?v=EhgDibw7vB4,19060486,Anime,2022-06-14,True
BTOOOM! - Opening VO,BTOOOM,https://youtube.com/watch?v=5GjbLOe_cgw,2150311,Anime,2022-06-14,True
Btooom! Opening 2 HD 1080p,BTOOOM,https://youtube.com/watch?v=bpF2pvBHklc,209379,Anime,2022-06-14,True
Btooom! ED Sub Español,BTOOOM,https://youtube.com/watch?v=VjxVcupCJ38,38115,Anime,2022-06-14,True
GOBLIN SLAYER - Opening | Rightfully,Goblin Slayer,https://youtube.com/watch?v=0i0z98M2y5U,7731682,Anime,2022-06-14,True
Overlord III - Opening | VORACITY,Overlord,https://youtube.com/watch?v=vci9YwpFFcA,9712350,Anime,2022-06-14,True
Overlord – Opening Theme – Clattanoia,Overlord,https://youtube.com/watch?v=KOWcj7XKnfQ,22283274,Anime,2022-06-14,True
Overlord II - Opening | Go Cry Go,Overlord,https://youtube.com/watch?v=v4OKxyQdTvg,1959558,Anime,2022-06-14,True
Overlord - Ending Theme 1,Overlord,https://youtube.com/watch?v=ChayFwyFvPk,1783624,Anime,2022-06-14,True
"""Kawaki wo Ameku (カワキヲアメク)"" by Minami | Domestic Girlfriend",Domestic Girlfriend,https://youtube.com/watch?v=Ua5UARWRYLA,14147621,Anime,2022-06-14,True
"Fini les tendinites du tendon d’Achille, avec la méthode de Stanish !",Domestic Girlfriend,https://youtube.com/watch?v=DgVpNbMBbLk,57919,Anime,2022-06-14,True
Rent-a-Girlfriend - Opening | Centimeter,Kanojo Okarishimasu,https://youtube.com/watch?v=cM1WSovcn4I,13629142,Anime,2022-06-14,True
Ballroom e Youkoso opening 1,Ballroom e Youkoso,https://youtube.com/watch?v=EefNiVvWAB0,820479,Anime,2022-06-14,True
Bakuman S2 OP2 - Dream of Life English Lyrics (Season / Series 2 Opening + Subtitles),Bakuman,https://youtube.com/watch?v=kkEQ58iMmNg,1191403,Anime,2022-06-14,True
Charlotte Opening 1080p (FULL HD),Charlotte,https://youtube.com/watch?v=zp46Remynxs,561180,Anime,2022-06-14,True
【4K60fps】灼け落ちない翼 / Charlotte ED【2160p】,Charlotte,https://youtube.com/watch?v=5hGuS_-H74c,60158,Anime,2022-06-14,True
Gundam Build Fighters Opening 1 ~Nibun no Nichi~ (HD),Gundam,https://youtube.com/watch?v=xSyvqAdcMgE,20821,Anime,2022-06-14,True
Arslan senki ending 1,Arslan Senki,https://youtube.com/watch?v=hUrpLT2e4VY,182481,Anime,2022-06-14,True
Re:ZERO - Starting Life in Another World - Ending,Re Zero Kara Hajimaru Isekai Seikatsu,https://youtube.com/watch?v=gIGEbitYqL0,2329308,Anime,2022-06-14,True
スパークル [original ver.] -Your name. Music Video edition- 予告編 from new album「人間開花」初回盤DVD,Kimi no Na Wa,https://youtube.com/watch?v=a2GujJZfXpg,143061420,Anime,2022-06-14,True
Nandemonaiya - movie ver.,Kimi no Na Wa,https://youtube.com/watch?v=n89SKAymNfA,30322881,Anime,2022-06-14,True
AMV   Kimi no Na wa  Original Zen Zen Zense,Kimi no Na Wa,https://youtube.com/watch?v=n4o-i71Jz4E,3181783,Anime,2022-06-14,True
[AMV] Kimi No Na Wa OP: Yumetourou - RADWIMPS,Kimi no Na Wa,https://youtube.com/watch?v=lFsg_sDwlak,1709100,Anime,2022-06-14,True
Katawaredoki,Kimi no Na Wa,https://youtube.com/watch?v=mhpRipG9Zss,2607109,Anime,2022-06-14,True
Date,Kimi no Na Wa,https://youtube.com/watch?v=FtMhJH_rui4,961024,Anime,2022-06-14,True
Goshintai,Kimi no Na Wa,https://youtube.com/watch?v=TTHskdFvhtU,430692,Anime,2022-06-14,True
Owari no Seraph OP 1 Creditless,Owari no Seraph,https://youtube.com/watch?v=MxoJvOE7hcU,2505920,Anime,2022-06-14,True
Mirai Nikki OP [HQ] 1080p,Mirai Nikki,https://youtube.com/watch?v=ql0NtjXIv_s,31410185,Anime,2022-06-14,True
Mirai Nikki Opening 2 English Sub,Mirai Nikki,https://youtube.com/watch?v=0_36iNzrEn0,9404191,Anime,2022-06-14,True
[1080p] Mirai Nikki (未来日記) ED 1 Full,Mirai Nikki,https://youtube.com/watch?v=s95Qwmj9f8M,800019,Anime,2022-06-14,True
"Mirai Nikki - 2nd Ending Theme ""Filament""",Mirai Nikki,https://youtube.com/watch?v=Ibtz3uuvnxg,473997,Anime,2022-06-14,True
Fairy Tail - Opening 1 (Creditless) (HD - 60 fps),Fairy Tail,https://youtube.com/watch?v=9jvVBVcZ0-Y,603258,Anime,2022-06-14,True
Nausicaä theme (lalala) | Requiem,Nausicaa,https://youtube.com/watch?v=qx2b-nK_Q8o,2473608,Anime,2022-06-14,True
Danmachi Opening 1,Danmachi,https://youtube.com/watch?v=0H_RCGEcjhs,1758273,Anime,2022-06-14,True
"DanMachi - Heroic Desire ""Eiyuu Ganbou"" (Argonaut) [Familia Myth]",Danmachi,https://youtube.com/watch?v=pWlfyXi0KYs,10592582,Anime,2022-06-14,True
Violet Evergarden Opening HD | Sincerely |,Violet Evergarden,https://youtube.com/watch?v=Fc-XPJE3oeM,395352,Anime,2022-06-14,True
Violet Evergarden Ed | Michishirube |,Violet Evergarden,https://youtube.com/watch?v=fayCDyH7vR0,20735,Anime,2022-06-14,True
Toriko's Ending 3 (Sabrina),Toriko,https://youtube.com/watch?v=XpO3oQZISBU,227546,Anime,2022-06-14,True
Kuroko's Basketball - Opening 3 | The Other Self,Kuroko no Basket,https://youtube.com/watch?v=m_eZs7Ix9-s,2905706,Anime,2022-06-14,True
Kuroko's Basketball - Opening 1 | Can Do,Kuroko no Basket,https://youtube.com/watch?v=5RVEM8-UKlg,982338,Anime,2022-06-14,True
Kuroko no basket Opening 2,Kuroko no Basket,https://youtube.com/watch?v=ctzWj_dHFSo,2623925,Anime,2022-06-14,True
Code Breaker Opening.,Code Breaker,https://youtube.com/watch?v=UW3x_6hp8w0,262206,Anime,2022-06-14,True
86 EIGHTY-SIX - Opening 1 | 3-bun 29-byo,86,https://youtube.com/watch?v=eZIMFWAxMxQ,261794,Anime,2022-06-14,True
86 EIGHTY-SIX - Opening 2 | Kyokaisen,86,https://youtube.com/watch?v=tA0EEJj4hU0,935963,Anime,2022-06-14,True
86 EIGHTY-SIX - Ending 2 | Alchemila,86,https://youtube.com/watch?v=YRGG02ZWccA,115242,Anime,2022-06-14,True
SawanoHiroyuki[nZk]:Honoka Takahashi『LilaS』×TVアニメ「８６―エイティシックス―」Collaboration Movie,86,https://youtube.com/watch?v=dfOsUNxc2Xg,3521584,Anime,2022-06-14,True
Voices of the Chord,86,https://youtube.com/watch?v=Cxz-W6rNscM,1807033,Anime,2022-06-14,True
SawanoHiroyuki[nZk]:Laco「Hands Up to the Sky」Music Video ８６―エイティシックス― ver.,86,https://youtube.com/watch?v=fqYFkPeYqoI,6503711,Anime,2022-06-14,True
Made in Abyss Opening,Made in Abyss,https://youtube.com/watch?v=e91G8m9uM_0,3110779,Anime,2022-06-14,True
"Made in Abyss  OST - Hanezeve Caradhina (ft.Takeshi Saito)  Episode 1, 8, 9 Insert Song",Made in Abyss,https://youtube.com/watch?v=KPxSS1zHWwQ,13902080,Anime,2022-06-14,True
JUJUTSU KAISEN - Opening | Kaikai Kitan,Jujutsu Kaisen,https://youtube.com/watch?v=GwaRztMaoY0,40895720,Anime,2022-06-14,True
Tokyo Revengers - Opening | Cry Baby,Tokyo Revengers,https://youtube.com/watch?v=By_JYrhx-WY,20199196,Anime,2022-06-14,True
Tokyo Revengers - Ending | Koko de Iki o Shite,Tokyo Revengers,https://youtube.com/watch?v=AUS2Np9LBDM,2151328,Anime,2022-06-14,True
Générique  Ken le Survivant,Ken le Survivant,https://youtube.com/watch?v=-pgUE4Jf1Zo,94673,Anime,2022-06-14,True
"アニメ「バキ」大擂台賽編ノンクレジットOP「情熱は覚えている」／GRANRODEO│""BAKI : Dai Raitaisai-hen"" (2020)",Baki,https://youtube.com/watch?v=lb66JJsGdGc,4570652,Anime,2022-06-14,True
TVアニメ「坂本ですが？」ノンテロップOP,Sakamoto Desu Ga,https://youtube.com/watch?v=f8d3bW42aFY,11370436,Anime,2022-06-14,True
Pegasus Fantasy - Saint Seiya - original japanese opening - subtitled,Saint Seya,https://youtube.com/watch?v=Bu533OKYHyc,4651448,Anime,2022-06-14,True
Assassination Classroom | Ansatsu Kyoushitsu | 暗殺教室 - Opening 1-A - HD - Subtitles,Assassination Classroom,https://youtube.com/watch?v=KS9UfmCFn_Y,5597897,Anime,2022-06-14,True
Assassination Classroom Season 2 Ending 2,Assassination Classroom,https://youtube.com/watch?v=43PSskdm784,977709,Anime,2022-06-14,True
Assassination Classroom OST - Haritsume Ta Kuuki,Assassination Classroom,https://youtube.com/watch?v=sdZNcBHO8DA,613981,Anime,2022-06-14,True
The Disastrous Life of Saiki K. – Opening Theme 1 – Youth Isn't So Cruel,Saiki Kusuo no Psi nan,https://youtube.com/watch?v=4GNTfA-seHY,1902082,Anime,2022-06-14,True
Yoru wa Nemureru kai? (Can You Sleep at Night?) - flumpool [Ajin Opening],Ajin,https://youtube.com/watch?v=Ppl21c_zKo8,13549323,Anime,2022-06-14,True
Ajin Main Theme,Ajin,https://youtube.com/watch?v=UnDHBT8kP2Y,2084222,Anime,2022-06-14,True
Monster Opening HD,Monster,https://youtube.com/watch?v=msTB5r8nUHU,1660494,Anime,2022-06-14,True
Opening Dangan Ronpa The Animation,Danganronpa,https://youtube.com/watch?v=Avr-Iu5vWsM,5146491,Anime,2022-06-14,True
Black Bullet - OP / Opening,Black Bullet,https://youtube.com/watch?v=as1Rz1KODXc,2140020,Anime,2022-06-14,True
"""Kaguya-sama: Love Is War?"" Opening Theme (Limited Time Only)",Love is War,https://youtube.com/watch?v=lTlzDfhPtFA,26664588,Anime,2022-06-14,True
Kaguya-sama: Love is War Opening - Love Dramatic [TV Broadcast Version/1080p/English CC],Love is War,https://youtube.com/watch?v=W9Pb412Bloc,403064,Anime,2022-06-14,True
DARLING in the FRANXX – Opening Theme – KISS OF DEATH,Darling in the Franxx,https://youtube.com/watch?v=A4kLcDWBYcQ,11302191,Anime,2022-06-14,True
「Creditless」Another OP / Opening「UHD 60FPS」,Another,https://youtube.com/watch?v=O7yhjJGxTyY,66107,Anime,2022-06-14,True
Death Parade - Ending 1 - Last Theater (Creditless),Death Parade,https://youtube.com/watch?v=fW0Jxf5SuRg,161085,Anime,2022-06-14,True
「Creditless」Death Parade OP / Opening「UHD 60FPS」,Death Parade,https://youtube.com/watch?v=VLisirQCUcM,72731,Anime,2022-06-14,True
Akame ga Kill! - Opening 1 | Skyreach,Akame ga Kill,https://youtube.com/watch?v=ji9BD3ESMqg,5500287,Anime,2022-06-14,True
Akame ga Kill! - Opening 2 | Liar Mask,Akame ga Kill,https://youtube.com/watch?v=mAzFWd5WqOg,11868562,Anime,2022-06-14,True
"Akame ga Kill! - Ending 1 | Konna Sekai, Shiritakunakatta",Akame ga Kill,https://youtube.com/watch?v=iDhY5BM7BlQ,537676,Anime,2022-06-14,True
Akame ga Kill! - Ending 2 | Tsuki Akari,Akame ga Kill,https://youtube.com/watch?v=mGclLUQiqH8,576157,Anime,2022-06-14,True
Psycho-Pass Opening 1 (Creditless),Psycho Pass,https://youtube.com/watch?v=5diaZzBr4_M,2214981,Anime,2022-06-14,True
Opening 2 Psycho Pass   Nothings Carved in Stone Out of Control,Psycho Pass,https://youtube.com/watch?v=9StfX1p9LuY,1270588,Anime,2022-06-14,True
Psycho-pass ED 1 - Monster without a name (Creditless),Psycho Pass,https://youtube.com/watch?v=sF0QLtk3YH0,6161883,Anime,2022-06-14,True
PSYCHO PASS ED2 / Ending 2,Psycho Pass,https://youtube.com/watch?v=mWCWLYM7ieM,1303995,Anime,2022-06-14,True
JoJo's Bizarre Adventure Opening 2 | 4K | 60FPS | Creditless,JoJo's Bizarre Adventure,https://youtube.com/watch?v=_ih7vT0CrLE,2453126,Anime,2022-06-14,True
JoJo's Bizarre Adventure Opening 3 | 4K | 60FPS | Creditless,JoJo's Bizarre Adventure,https://youtube.com/watch?v=eLwuQwKs4yA,1641112,Anime,2022-06-14,True
The Seven Deadly Sins Opening 1 - US Toonami Potential Cut,Nanatsu no Taizai,https://youtube.com/watch?v=f7FO0tt9MNo,301400,Anime,2022-06-14,True
The Seven Deadly Sins - Opening 2,Nanatsu no Taizai,https://youtube.com/watch?v=NVX3pkqHsKI,441091,Anime,2022-06-14,True
The Seven Deadly Sins - Ending 2,Nanatsu no Taizai,https://youtube.com/watch?v=MuPFOVRntAw,211424,Anime,2022-06-14,True
Sword Art Online Opening 2,Sword Art Online,https://youtube.com/watch?v=O8T2u83GIiI,3608099,Anime,2022-06-14,True
「Creditless」Sword Art Online II OP / Opening 1「UHD 60FPS」,Sword Art Online,https://youtube.com/watch?v=Mqp4X1uuYZc,204300,Anime,2022-06-14,True
TVアニメ『SHAMAN KING』ノンクレジットオープニング｜2021年4月1日放送開始,Shaman King21,https://youtube.com/watch?v=emrOpnSCYao,2656477,Anime,2022-06-14,True
Shaman King Opening 2 Northern Lights HD,Shaman King,https://youtube.com/watch?v=_bGG-EJo96g,91377,Anime,2022-06-14,True
林原めぐみ 「Over Soul」 | SHAMAN KING | オープニング,Shaman King,https://youtube.com/watch?v=-VYMrLirXFY,4669801,Anime,2022-06-14,True
Haikyuu!! Opening 02,Haikyuu!!,https://youtube.com/watch?v=ekqPBsKIb9A,3494699,Anime,2022-06-14,True
Mob Psycho 100 - Opening | 99,Mob Psycho 100,https://youtube.com/watch?v=Bw-5Lka7gPE,15050417,Anime,2022-06-14,True
Mob Psycho 100 II - Opening | 99.9,Mob Psycho 100,https://youtube.com/watch?v=epZaT8B31-g,11702189,Anime,2022-06-14,True
Mob Psycho 100 ENDING | Refrain Boy (HD),Mob Psycho 100,https://youtube.com/watch?v=i8Yjk7KedVg,1216493,Anime,2022-06-14,True
Mob Psycho 100 II - Ending | Memosepia,Mob Psycho 100,https://youtube.com/watch?v=4p_OmTMlZXw,1027739,Anime,2022-06-14,True
Fire Force – Opening Theme – Inferno,Fire Force,https://youtube.com/watch?v=JBqxVX_LXvk,66380729,Anime,2022-06-14,True
Fire Force – Opening Theme 2 – MAYDAY,Fire Force,https://youtube.com/watch?v=t0WClcc-aVs,6345960,Anime,2022-06-14,True
Fire Force – Ending Theme – Veil,Fire Force,https://youtube.com/watch?v=geE49ne2mQg,5936955,Anime,2022-06-14,True
Fire Force – Ending Theme 2 – Nounai,Fire Force,https://youtube.com/watch?v=jbTO40J4ENs,848212,Anime,2022-06-14,True
Spice and Wolf OP ( IN HD!! ),Spice and Wolf,https://youtube.com/watch?v=MN_WgwEmRaw,3717232,Anime,2022-06-14,True
Spice and Wolf season 2 opening HD,Spice and Wolf,https://youtube.com/watch?v=A08fzhikzuo,340493,Anime,2022-06-14,True
Spice and Wolf ED 2,Spice and Wolf,https://youtube.com/watch?v=qM5CtKhwrhE,445,Anime,2022-06-14,True
ノンテロップスペシャル版　TVアニメ「東京喰種トーキョーグール」オープニング映像 TK from 凛として時雨/unravel,Tokyo Ghoul,https://youtube.com/watch?v=uMeR2W19wT0,160503908,Anime,2022-06-14,True
Tokyo Ghoul - Licht und Schatten - Yutaka Yamada [東京喰種-トーキョーグール- OST],Tokyo Ghoul,https://youtube.com/watch?v=3S1NmtWDVYk,38936195,Anime,2022-06-14,True
TK from 凛として時雨 『katharsis』 / “東京喰種トーキョーグール:re” 最終章OP,Tokyo Ghoul,https://youtube.com/watch?v=f4D0lY6A3nU,26444805,Anime,2022-06-14,True
Terror in Resonance – Opening Theme – Trigger,Terror in Resonance,https://youtube.com/watch?v=g1ARRcK4LVs,3103875,Anime,2022-06-14,True
Pandora Hearts  OP,Pandora Hearts,https://youtube.com/watch?v=ANfrLiwsogE,80657,Anime,2022-06-14,True
Pandora Hearts - Lacie's Melody,Pandora Hearts,https://youtube.com/watch?v=5wTK6_kaPvU,4143722,Anime,2022-06-14,True
Hajime No Ippo Opening 1 - Under Star,Hajime no Ippo,https://youtube.com/watch?v=9S50a4rStNA,1775032,Anime,2022-06-14,True
Hajime no Ippo Opening 2 -Creditless-,Hajime no Ippo,https://youtube.com/watch?v=x1VNM57PHms,1415575,Anime,2022-06-14,True
Hajime no Ippo Ending 1 -Creditless-,Hajime no Ippo,https://youtube.com/watch?v=rapewtS7bcE,1114637,Anime,2022-06-14,True
Hunter X Hunter - Ending 5 | Hyori Ittai,Hunter x Hunter,https://youtube.com/watch?v=MCYm453CE6Y,4073173,Anime,2022-06-14,True
Hunter X Hunter - Ending 1 | Just Awake,Hunter x Hunter,https://youtube.com/watch?v=ELuVDnlB8PE,4799320,Anime,2022-06-14,True
Hunter X Hunter - Ending 2 | Hunting For Your Dream,Hunter x Hunter,https://youtube.com/watch?v=tK-d2LJlaaQ,4353879,Anime,2022-06-14,True
Hunter X Hunter - Ending 3 | Reason,Hunter x Hunter,https://youtube.com/watch?v=wnOGkmMDMuM,1369982,Anime,2022-06-14,True
Hunter X Hunter - Ending 4 | Nagareboshi Kirari,Hunter x Hunter,https://youtube.com/watch?v=kc6MHszfb2I,1522033,Anime,2022-06-14,True
Food Wars! Shokugeki no Soma OPENING 1 | Kibō no Uta (HD),Shokugeki no Soma,https://youtube.com/watch?v=vV3l_1j8pPE,4998306,Anime,2022-06-14,True
Food Wars! Shokugeki no Soma OPENING 2 | Rising Rainbow (HD),Shokugeki no Soma,https://youtube.com/watch?v=WGASdBxpVPw,1412471,Anime,2022-06-14,True
Food Wars! The Fourth Plate - Opening (HD),Shokugeki no Soma,https://youtube.com/watch?v=G_ZLpStlorE,2348204,Anime,2022-06-14,True
Food Wars! Shokugeki no Soma - Ending 1 | Spice,Shokugeki no Soma,https://youtube.com/watch?v=M_cyl6c8pMI,551015,Anime,2022-06-14,True
Yu Yu Hakusho Opening 1 in Japanese,Yu Yu Hakusho,https://youtube.com/watch?v=pK-9pAEmN9g,1530967,Anime,2022-06-14,True
ＴＶアニメ 「Ｄｒ．ＳＴＯＮＥ」 第1クールOP＜Good Morning World!＞ノンクレジット映像,Dr Stone,https://youtube.com/watch?v=tF4faMbs5oQ,21494696,Anime,2022-06-14,True
ＴＶアニメ 「Ｄｒ．ＳＴＯＮＥ」 第2クールOP＜三原色＞ノンクレジット映像,Dr Stone,https://youtube.com/watch?v=SohCAjC-Npk,11703534,Anime,2022-06-14,True
Nujabes- Mystline [Full Version],Samurai Shamploo,https://youtube.com/watch?v=FtuoEtohPv4,5375133,Anime,2022-06-14,True
Samurai Champloo – Opening Theme – Battlecry,Samurai Shamploo,https://youtube.com/watch?v=Eq6EYcpWB_c,6522988,Anime,2022-06-14,True
Samurai Champloo – Ending Theme – Shiki No Uta,Samurai Shamploo,https://youtube.com/watch?v=mQAfG3DgG7M,2076802,Anime,2022-06-14,True
Hunter x Hunter Series (1999) anime opening,Hunter x Hunter99,https://youtube.com/watch?v=hANaSlH9wpw,1661203,Anime,2022-06-14,True
Groove Adventure Rave op,Rave Master,https://youtube.com/watch?v=oTpRZqpkPQA,208861,Anime,2022-06-14,True
Mkaliez,Aldnoah Zero,https://youtube.com/watch?v=ZmbUxjXLSdE,1395583,Anime,2022-06-14,True
Sawano Hiroyuki - aLIEz Aldnoah.Zero Full Lyrics,Aldnoah Zero,https://youtube.com/watch?v=wtW529XbOyU,4088079,Anime,2022-06-14,True
アルドノア・ゼロ Aldnoah Zero OP heavenly blue 中日字幕 AI 4K (MAD) (回憶系列),Aldnoah Zero,https://youtube.com/watch?v=BsbqvIsY6-c,622186,Anime,2022-06-14,True
Aldnoah Zero  ED3(Ver.14~18) Creditless,Aldnoah Zero,https://youtube.com/watch?v=LCBGEGdWStc,32437,Anime,2022-06-14,True
Bre@th//Less,Aldnoah Zero,https://youtube.com/watch?v=rPsmJSrj4i8,785541,Anime,2022-06-14,True
Keep on Keeping on,Aldnoah Zero,https://youtube.com/watch?v=S9Fp1M2WCyU,802583,Anime,2022-06-14,True
Steins;Gate Opening HD 1080p Creditless,Steins Gate,https://youtube.com/watch?v=dd7BILZcYAY,9863630,Anime,2022-06-14,True
Steins;Gate 0 – Opening Theme – Fatima,Steins Gate,https://youtube.com/watch?v=1xJbdY9B3A8,4602041,Anime,2022-06-14,True
Tengen Toppa Gurren Lagann-Sorairo Days (Opening 1),Tengen Toppa Gurren Lagann,https://youtube.com/watch?v=93YiJx4Sj7k,632598,Anime,2022-06-14,True
BLISS -by KEN ARAI ::(Parasyte:The Maxim / Kiseijuu: Sei no Kakuritsu) OST,Parasyte,https://youtube.com/watch?v=ZQALDTVO3ZY,523284,Anime,2022-06-14,True
Parasyte Opening,Parasyte,https://youtube.com/watch?v=Rm8UjBAS3cs,13879441,Anime,2022-06-14,True
kiseijuu OST- Speak (migi's theme),Parasyte,https://youtube.com/watch?v=pcScX2Rh6qM,2334372,Anime,2022-06-14,True
Grand Blue Anime TV-size Opening,GrandBlue,https://youtube.com/watch?v=Mscy8evSJrs,657663,Anime,2022-06-14,True
Kyoukai No Kanata OP 60 FPS,Kyoukai no Kanata,https://youtube.com/watch?v=JCQ_Xjaz5ek,527003,Anime,2022-06-14,True
Hyouka Opening 1,Hyouka,https://youtube.com/watch?v=Msuu3b-L-2k,2869295,Anime,2022-06-14,True
Bakemonogatari - op 4 PL [Sengoku Nadeko],bakemonogatari,https://youtube.com/watch?v=PiauQ7P7mtQ,12955582,Anime,2022-06-14,True
Princess Mononoke - Departure to the West,Mononoke Hime,https://youtube.com/watch?v=uxLh5Ak8U4A,2823054,Anime,2022-06-14,True
Princess Mononoke Main Theme,Mononoke Hime,https://youtube.com/watch?v=nBADF1LdP3g,5937153,Anime,2022-06-14,True
One Piece Opening 1 HD 720p   Special Edition We Are!,One Piece,https://youtube.com/watch?v=HRaoYuRKBaA,9314223,Anime,2022-06-14,True
One Piece Opening 2 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=XQYURBx1u24,31098,Anime,2022-06-14,True
One Piece Opening 3 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=If4Mk2ekDhw,48547,Anime,2022-06-14,True
One Piece Opening 4 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=B0vVVxBt9gc,45620,Anime,2022-06-14,True
One Piece Opening 5 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=kBCPBUqLT8s,645191,Anime,2022-06-14,True
One Piece Opening 6 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=F0E1Rx7geOI,54417,Anime,2022-06-14,True
One Piece Opening 7 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=Vi59DzSMo6Y,18894,Anime,2022-06-14,True
One Piece Opening 8 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=dm0ZCWIX-v4,21216,Anime,2022-06-14,True
One Piece Opening 10 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=F6L3OdAeOik,39679,Anime,2022-06-14,True
One Piece Opening 11 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=FEWlyy7NkIw,92648,Anime,2022-06-14,True
One Piece Opening 12 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=xEcw60K8K-s,106024,Anime,2022-06-14,True
One Piece Opening 13 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=OTlLbfGzc4U,232068,Anime,2022-06-14,True
One Piece Opening 14 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=ec_SGv3jbWk,449886,Anime,2022-06-14,True
One Piece Opening 15 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=eMDO9crG7Aw,147195,Anime,2022-06-14,True
One Piece Opening 16 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=9bL50b7sgA8,136813,Anime,2022-06-14,True
One Piece Opening 17 | 4K | 60FPS | Creditless,One Piece,https://youtube.com/watch?v=FBLtEapqiQg,136839,Anime,2022-06-14,True
One Piece Opening 18 HD Full HD,One Piece,https://youtube.com/watch?v=jJHDDYd6PrM,3861605,Anime,2022-06-14,True
One Piece OST Overtaken,One Piece,https://youtube.com/watch?v=daFi4MScfl8,18530297,Anime,2022-06-14,True
SS Anne Theme -Pokemon Lets Go Pikachu / Eevee,Pokemon,https://youtube.com/watch?v=ZR36mJfObNA,20069,Anime,2022-06-14,True
Tears Of Life,Pokemon,https://youtube.com/watch?v=mH0008o-6cs,2743625,Anime,2022-06-14,True
Lugia's Song (Original),Pokemon,https://youtube.com/watch?v=ZqpXrDuLqE0,8991354,Anime,2022-06-14,True
Castle in the Sky - Kimi wo Nosete / Carrying You / 君をのせて,Laputa,https://youtube.com/watch?v=gdpEnkcT7Io,6465939,Anime,2022-06-14,True
Boruto Naruto the Movie OST - Spin and Burst,Boruto,https://youtube.com/watch?v=L2HsVzdA8dk,32318302,Anime,2022-06-14,True
The Promised Neverland OP Opening HD,Yakusoku no Neverland,https://youtube.com/watch?v=4GDVEl3qw2M,11048944,Anime,2022-06-14,True
The Promised Neverland OST - Isabella’s Lullaby,Yakusoku no Neverland,https://youtube.com/watch?v=rTJjtSP-ORc,27517816,Anime,2022-06-14,True
Vinland saga OP 1 (720p),Vinland Saga,https://youtube.com/watch?v=7U7BDn-gU18,4816952,Anime,2022-06-14,True
Vinland Saga Opening 2 Creditless,Vinland Saga,https://youtube.com/watch?v=6jrllECbLfA,2406108,Anime,2022-06-14,True
Vinland Saga Ending 1 (1080p),Vinland Saga,https://youtube.com/watch?v=1cYE0Bm5VKI,634806,Anime,2022-06-14,True
Vinland Saga 2019 ending 2,Vinland Saga,https://youtube.com/watch?v=MJCv3mfIvhk,503854,Anime,2022-06-14,True
Shingeki no Kyojin [Opening 1] 1080p VOSTFR,SNK,https://youtube.com/watch?v=CbvQKBaDUWI,2462935,Anime,2022-06-14,True
Shingeki no Kyojin [Opening 2] 1080p VOSTFR,SNK,https://youtube.com/watch?v=oLyy6Ue4oAY,123948,Anime,2022-06-14,True
Attack on Titan Season 2 – Opening Theme – Shinzou wo Sasageyo!,SNK,https://youtube.com/watch?v=LKP-vZvjbh8,28114405,Anime,2022-06-14,True
Attack on Titan Season 3 - Official Opening | OP1 [ RED SWAN ],SNK,https://youtube.com/watch?v=swwUoExDIng,10371775,Anime,2022-06-14,True
Attack on Titan Season 4 (Final Season) - Opening | My War,SNK,https://youtube.com/watch?v=rwCJvSKzQkc,21461498,Anime,2022-06-14,True
TVアニメ「進撃の巨人」The Final Season Part 2ノンクレジットOP ｜SiM「The Rumbling」,SNK,https://youtube.com/watch?v=2S4qGKmzBJE,50936743,Anime,2022-06-14,True
"Shingeki no Kyojin 進撃の巨人 ED / Ending - ""Utsukushiki Zankoku na Sekai"" - Yoko Hikasa",SNK,https://youtube.com/watch?v=kWUCdTngVjk,4997690,Anime,2022-06-14,True
Shingeki no Kyojin (Attack On Titan) ED2,SNK,https://youtube.com/watch?v=sFdzNhJAdco,3823134,Anime,2022-06-14,True
Attack on Titan Season 2 – Ending Theme – Yuugure no Tori,SNK,https://youtube.com/watch?v=rbfHY8mkhT8,8766059,Anime,2022-06-14,True
Attack on Titan [Season 3] - Ending 4 (Linked Horizon - Requiem der Morgenröte (暁の鎮魂歌)),SNK,https://youtube.com/watch?v=o05UK9lXtC0,4469923,Anime,2022-06-14,True
Attack on Titan S2 OST - YOUSEEBIGGIRL/T:T (Reiner and Berthold transformation theme),SNK,https://youtube.com/watch?v=pa00z_Bp2j4,7892125,Anime,2022-06-14,True
